norm_title,tconst,titleType,startYear,runtimeMinutes,genres,averageRating,numVotes
café society,tt4513674,movie,2016,96,"Comedy,Drama,Romance",6.6,84612.0
ghostbusters afterlife,tt4513678,movie,2021,124,"Adventure,Comedy,Fantasy",7.0,240168.0
morgan,tt4520364,movie,2016,92,"Action,Horror,Sci-Fi",5.9,49621.0
frozen ii,tt4520988,movie,2019,103,"Adventure,Animation,Comedy",6.8,217718.0
overlord,tt4530422,movie,2018,110,"Action,Horror,Sci-Fi",6.6,115242.0
robin hood,tt4532826,movie,2018,116,"Action,Adventure,Drama",5.4,86191.0
dilwale,tt4535650,movie,2015,158,"Action,Comedy,Drama",5.1,41744.0
white boy rick,tt4537896,movie,2018,111,"Crime,Drama",6.5,48579.0
miss sloane,tt4540710,movie,2016,132,Drama,7.5,88444.0
the girl with all the gifts,tt4547056,movie,2016,111,"Action,Adventure,Drama",6.6,68781.0
i kill giants,tt4547194,movie,2017,106,"Drama,Fantasy,Thriller",6.1,33937.0
nocturnal animals,tt4550098,movie,2016,116,"Drama,Thriller",7.4,337693.0
darkest hour,tt4555426,movie,2017,125,"Biography,Drama,History",7.4,242338.0
mile 22,tt4560436,movie,2018,94,"Action,Crime,Thriller",6.1,93420.0
mulan,tt4566758,movie,2020,115,"Action,Adventure,Drama",5.8,167543.0
patriots day,tt4572514,movie,2016,133,"Action,Crime,Drama",7.3,121724.0
the book of henry,tt4572792,movie,2017,105,"Crime,Drama,Thriller",6.6,30649.0
endless corridor,tt4573394,movie,2014,52,"Documentary,History",8.0,42270.0
christopher robin,tt4575576,movie,2018,104,"Adventure,Comedy,Drama",7.2,90503.0
five nights at freddys,tt4589218,movie,2023,109,"Horror,Mystery,Thriller",5.4,136556.0
hes all that,tt4590256,movie,2021,88,"Comedy,Romance",4.4,32322.0
pinocchio,tt4593060,movie,2022,105,"Adventure,Animation,Comedy",5.1,46421.0
luckiest girl alive,tt4595186,movie,2022,113,"Drama,Mystery,Thriller",6.4,59938.0
can you ever forgive me,tt4595882,movie,2018,106,"Biography,Comedy,Crime",7.1,58618.0
purple hearts,tt4614584,movie,2022,122,"Drama,Music,Romance",6.7,70696.0
battle of the sexes,tt4622512,movie,2017,121,"Biography,Comedy,Drama",6.7,63491.0
storks,tt4624424,movie,2016,87,"Adventure,Animation,Comedy",6.8,72105.0
the fate of the furious,tt4630562,movie,2017,136,"Action,Crime,Thriller",6.6,273188.0
shot caller,tt4633690,movie,2017,121,"Crime,Drama,Thriller",7.3,112975.0
spiderman into the spiderverse,tt4633694,movie,2018,117,"Action,Adventure,Animation",8.4,781671.0
masaan,tt4635372,movie,2015,109,Drama,8.1,35259.0
harriet,tt4648786,movie,2019,125,"Action,Biography,Drama",6.8,36315.0
kingsman the golden circle,tt4649466,movie,2017,141,"Action,Adventure,Comedy",6.7,399810.0
bad moms,tt4651520,movie,2016,100,Comedy,6.2,140930.0
on the basis of sex,tt4669788,movie,2018,120,"Biography,Drama,History",7.1,42124.0
loving,tt4669986,movie,2016,123,"Biography,Drama,Romance",7.0,38489.0
colossal,tt4680182,movie,2016,109,"Comedy,Drama,Fantasy",6.2,74088.0
the new mutants,tt4682266,movie,2020,94,"Action,Horror,Mystery",5.3,100803.0
collateral beauty,tt4682786,movie,2016,97,"Drama,Romance",6.8,109067.0
the death of stalin,tt4686844,movie,2017,107,"Comedy,Drama,History",7.3,125920.0
in the tall grass,tt4687108,movie,2019,101,"Horror,Mystery,Sci-Fi",5.5,73038.0
it comes at night,tt4695012,movie,2017,91,"Drama,Horror,Mystery",6.1,110622.0
hunt for the wilderpeople,tt4698684,movie,2016,101,"Adventure,Comedy,Drama",7.8,152383.0
bumblebee,tt4701182,movie,2018,114,"Action,Adventure,Sci-Fi",6.7,207133.0
personal shopper,tt4714782,movie,2016,105,"Drama,Mystery,Thriller",6.1,45693.0
klaus,tt4729430,movie,2019,96,"Adventure,Animation,Comedy",8.2,234827.0
a cure for wellness,tt4731136,movie,2016,146,"Drama,Fantasy,Horror",6.4,123422.0
fatherhood,tt4733624,movie,2021,109,"Comedy,Drama",6.6,46461.0
war machine,tt4758646,movie,2017,122,"Comedy,Drama,War",6.0,52877.0
the mauritanian,tt4761112,movie,2021,129,"Biography,Drama,Thriller",7.5,71585.0
unfriended dark web,tt4761916,movie,2018,92,"Horror,Mystery,Thriller",6.1,42691.0
pitch perfect 3,tt4765284,movie,2017,93,"Comedy,Music",5.8,78216.0
the doover,tt4769836,movie,2016,108,"Action,Adventure,Comedy",5.7,56762.0
flow,tt4772188,movie,2024,85,"Adventure,Animation,Family",7.8,124905.0
the promise,tt4776998,movie,2016,133,"Action,Adventure,Drama",6.1,180300.0
maleficent mistress of evil,tt4777008,movie,2019,119,"Adventure,Drama,Family",6.6,131551.0
the meg,tt4779682,movie,2018,113,"Action,Adventure,Horror",5.7,226897.0
imperium,tt4781612,movie,2016,109,"Crime,Drama,Mystery",6.5,53432.0
lights out,tt4786282,movie,2016,81,"Horror,Mystery",6.3,151618.0
rough night,tt4799050,movie,2017,101,Comedy,5.3,58672.0
midnight sun,tt4799066,movie,2018,91,"Drama,Romance",6.6,39670.0
time trap,tt4815122,movie,2017,87,"Action,Adventure,Mystery",6.2,49649.0
mothers day,tt4824302,movie,2016,118,"Comedy,Drama,Romance",5.7,42102.0
high life,tt4827558,movie,2018,113,"Drama,Sci-Fi,Thriller",5.7,45115.0
sultan,tt4832640,movie,2016,170,"Action,Drama,Romance",7.1,58761.0
good time,tt4846232,movie,2017,102,"Crime,Drama,Thriller",7.3,155131.0
hidden figures,tt4846340,movie,2016,127,"Biography,Drama,History",7.8,287084.0
baahubali 2 the conclusion,tt4849438,movie,2017,167,"Action,Drama",8.2,132967.0
batman the killing joke,tt4853102,movie,2016,76,"Action,Animation,Crime",6.4,65422.0
the invisible guest,tt4857264,movie,2016,106,"Crime,Drama,Mystery",8.0,211703.0
the covenant,tt4873118,movie,2023,123,"Action,Drama,Thriller",7.5,207721.0
the emoji movie,tt4877122,movie,2017,86,"Adventure,Animation,Comedy",3.5,79205.0
dumplin,tt4878482,movie,2018,110,"Comedy,Drama",6.5,39959.0
jurassic world fallen kingdom,tt4881806,movie,2018,128,"Action,Adventure,Sci-Fi",6.1,379396.0
megan leavey,tt4899370,movie,2017,116,"Action,Biography,Drama",7.1,30128.0
kapoor sons,tt4900716,movie,2016,132,"Comedy,Drama,Family",7.7,33733.0
perfect strangers,tt4901306,movie,2016,96,"Comedy,Drama,Thriller",7.7,77018.0
mission impossible fallout,tt4912910,movie,2018,147,"Action,Adventure,Thriller",7.7,418160.0
the curse of la llorona,tt4913966,movie,2019,93,"Horror,Mystery,Thriller",5.3,65575.0
just mercy,tt4916630,movie,2019,137,"Biography,Crime,Drama",7.6,84346.0
bad boys ride or die,tt4919268,movie,2024,115,"Action,Adventure,Comedy",6.5,112260.0
lady bird,tt4925292,movie,2017,94,"Comedy,Drama",7.4,361805.0
talvar,tt4934950,movie,2015,132,"Crime,Drama,Mystery",8.1,43178.0
raw,tt4954522,movie,2016,99,"Drama,Horror",6.9,96127.0
everybody knows,tt4964788,movie,2018,133,"Crime,Drama,Mystery",6.9,40199.0
the sisters brothers,tt4971344,movie,2018,122,"Drama,Western",6.9,75226.0
split,tt4972582,movie,2016,117,"Horror,Thriller",7.3,618110.0
moonlight,tt4975722,movie,2016,111,Drama,7.4,350878.0
borderlands,tt4978420,movie,2024,101,"Action,Adventure,Comedy",4.7,57070.0
the titan,tt4986098,movie,2018,97,"Drama,Mystery,Romance",4.8,35125.0
being the ricardos,tt4995540,movie,2021,131,"Biography,Drama",6.5,46981.0
the red sea diving resort,tt4995776,movie,2019,129,"Drama,History,Thriller",6.6,34916.0
the square,tt4995790,movie,2017,151,"Comedy,Drama",7.1,82548.0
ambulance,tt4998632,movie,2022,136,"Action,Crime,Drama",6.1,112474.0
everything everything,tt5001718,movie,2017,96,"Drama,Romance",6.3,44504.0
braven,tt5001754,movie,2018,94,"Action,Thriller",5.9,44131.0
dunkirk,tt5013056,movie,2017,106,"Action,Drama,History",7.8,803335.0
hush,tt5022702,movie,2016,82,"Horror,Thriller",6.6,168758.0
three billboards outside ebbing missouri,tt5027774,movie,2017,115,"Comedy,Crime,Drama",8.1,604300.0
mary poppins returns,tt5028340,movie,2018,130,"Adventure,Comedy,Family",6.6,100589.0
charlies angels,tt5033998,movie,2019,118,"Action,Adventure,Comedy",5.0,84764.0
godzilla vs kong,tt5034838,movie,2021,113,"Action,Sci-Fi,Thriller",6.3,265845.0
nosferatu,tt5040012,movie,2024,132,"Fantasy,Horror,Mystery",7.1,262895.0
get out,tt5052448,movie,2017,104,"Horror,Mystery,Thriller",7.8,811401.0
sicario day of the soldado,tt5052474,movie,2018,122,"Action,Crime,Drama",7.1,190215.0
hold the dark,tt5057140,movie,2018,125,"Action,Crime,Drama",5.6,43048.0
color out of space,tt5073642,movie,2019,111,"Horror,Mystery,Sci-Fi",6.1,64389.0
dangal,tt5074352,movie,2016,161,"Action,Biography,Drama",8.3,241104.0
two is a family,tt5078204,movie,2016,118,"Comedy,Drama",7.3,30175.0
20,tt5080556,movie,2018,148,"Action,Fantasy,Sci-Fi",6.0,30240.0
the favourite,tt5083738,movie,2018,119,"Biography,Comedy,Drama",7.5,257602.0
transformers rise of the beasts,tt5090568,movie,2023,127,"Action,Adventure,Sci-Fi",6.0,130330.0
papillon,tt5093026,movie,2017,133,"Adventure,Biography,Crime",7.2,95270.0
antman and the wasp,tt5095030,movie,2018,118,"Action,Adventure,Comedy",7.0,492344.0
noelle,tt5097410,movie,2019,100,"Comedy,Family,Fantasy",6.3,31220.0
isle of dogs,tt5104604,movie,2018,101,"Adventure,Animation,Comedy",7.8,210022.0
morbius,tt5108870,movie,2022,104,"Action,Adventure,Horror",5.1,170863.0
raya and the last dragon,tt5109280,movie,2021,107,"Action,Adventure,Animation",7.3,186990.0
mother,tt5109784,movie,2017,121,"Drama,Horror,Mystery",6.6,267257.0
lee,tt5112584,movie,2023,117,"Biography,Drama,History",6.9,34058.0
the secret life of pets 2,tt5113040,movie,2019,86,"Adventure,Animation,Comedy",6.4,77832.0
minions the rise of gru,tt5113044,movie,2022,87,"Adventure,Animation,Comedy",6.5,104559.0
togo,tt5116302,movie,2019,113,"Adventure,Biography,Drama",7.9,61873.0
peter rabbit,tt5117670,movie,2018,95,"Adventure,Animation,Comedy",6.6,52648.0
the bar,tt5121816,movie,2017,102,Thriller,6.3,30114.0
annabelle creation,tt5140878,movie,2017,109,"Horror,Mystery,Thriller",6.5,169103.0
the dry,tt5144174,movie,2020,117,"Crime,Drama,Mystery",6.8,40452.0
mrs harris goes to paris,tt5151570,movie,2022,115,"Comedy,Drama",7.1,36681.0
the discovery,tt5155780,movie,2017,102,"Drama,Romance,Sci-Fi",6.2,40335.0
oceans eight,tt5164214,movie,2018,110,"Comedy,Crime,Thriller",6.3,260337.0
love simon,tt5164432,movie,2018,110,"Comedy,Drama,Romance",7.5,133889.0
rustom,tt5165344,movie,2016,148,"Crime,Drama,Thriller",7.0,31281.0
i daniel blake,tt5168192,movie,2016,100,Drama,7.8,68151.0
the girl in the spiders web,tt5177088,movie,2018,115,"Action,Adventure,Crime",6.1,55361.0
the ministry of ungentlemanly warfare,tt5177120,movie,2024,122,"Action,Comedy,War",6.8,155807.0
the salesman,tt5186714,movie,2016,124,"Drama,Thriller",7.7,68575.0
wolfwalkers,tt5198068,movie,2020,103,"Action,Adventure,Animation",8.0,44627.0
operation finale,tt5208252,movie,2018,122,"Biography,Drama,History",6.6,53837.0
the wailing,tt5215952,movie,2016,156,"Drama,Horror",7.4,97762.0
hotel transylvania 3 summer vacation,tt5220122,movie,2018,97,"Adventure,Animation,Comedy",6.3,98790.0
how it ends,tt5246700,movie,2018,113,"Action,Drama,Horror",5.1,63252.0
paterson,tt5247022,movie,2016,118,"Comedy,Drama,Romance",7.3,95200.0
eli,tt5294518,movie,2019,98,"Drama,Horror,Mystery",5.8,44772.0
all the money in the world,tt5294550,movie,2017,132,"Biography,Crime,Drama",6.8,96184.0
nyad,tt5302918,movie,2023,121,"Biography,Drama,History",7.1,44613.0
set it up,tt5304992,movie,2018,105,"Comedy,Romance",6.5,75024.0
happy death day,tt5308322,movie,2017,96,"Comedy,Horror,Mystery",6.6,184987.0
your name,tt5311514,movie,2016,106,"Animation,Drama,Fantasy",8.4,388180.0
lou,tt5315210,movie,2022,107,"Action,Adventure,Crime",6.1,38242.0
senior year,tt5315212,movie,2022,111,"Comedy,Drama",5.5,47950.0
a silent voice the movie,tt5323662,movie,2016,130,"Animation,Drama",8.2,139052.0
mirror game,tt5354160,movie,2016,147,"Crime,Mystery,Thriller",8.9,30939.0
wind river,tt5362988,movie,2017,107,"Crime,Drama,Mystery",7.7,313104.0
sound of metal,tt5363618,movie,2019,120,"Drama,Music",7.7,184286.0
detroit,tt5390504,movie,2017,143,"Crime,Drama,History",7.3,58850.0
anon,tt5397194,movie,2018,100,"Crime,Mystery,Sci-Fi",6.1,51751.0
official secrets,tt5431890,movie,2019,112,"Biography,Crime,Drama",7.3,60366.0
f9 the fast saga,tt5433138,movie,2021,143,"Action,Crime,Thriller",5.2,179106.0
fast x,tt5433140,movie,2023,141,"Action,Adventure,Crime",5.7,144872.0
logan lucky,tt5439796,movie,2017,118,"Action,Comedy,Crime",7.0,176114.0
life,tt5442430,movie,2017,104,"Horror,Sci-Fi,Thriller",6.6,276040.0
kaabil,tt5460276,movie,2017,139,"Action,Crime,Drama",7.2,33159.0
hotel mumbai,tt5461944,movie,2018,123,"Action,Drama,History",7.6,78498.0
the big sick,tt5462602,movie,2017,120,"Comedy,Drama,Romance",7.5,149981.0
deadpool 2,tt5463162,movie,2018,119,"Action,Adventure,Comedy",7.6,740828.0
hostiles,tt5478478,movie,2017,134,"Drama,Western",7.2,106801.0
samaritan,tt5500218,movie,2022,102,"Action,Drama,Fantasy",5.7,61166.0
border,tt5501104,movie,2018,110,"Crime,Drama,Fantasy",7.0,37238.0
hustlers,tt5503686,movie,2019,110,"Comedy,Crime,Drama",6.3,112621.0
ghost stories,tt5516328,movie,2017,98,"Drama,Horror,Mystery",6.4,39913.0
bright,tt5519340,movie,2017,117,"Action,Fantasy,Thriller",6.3,209315.0
the nutcracker and the four realms,tt5523010,movie,2018,99,"Adventure,Family,Fantasy",5.6,40451.0
the goat life,tt5525650,movie,2024,173,"Adventure,Drama",7.1,49990.0
maestro,tt5535276,movie,2023,129,"Biography,Drama,History",6.5,69237.0
the meyerowitz stories,tt5536736,movie,2017,112,"Comedy,Drama",6.9,56627.0
killers of the flower moon,tt5537002,movie,2023,206,"Crime,Drama,History",7.5,304653.0
to the bone,tt5541240,movie,2017,107,Drama,6.7,58962.0
what the health,tt5541848,movie,2017,97,Documentary,7.2,31061.0
wish dragon,tt5562070,movie,2021,98,"Adventure,Animation,Comedy",7.2,38651.0
the good liar,tt5563334,movie,2019,109,"Crime,Drama,Mystery",6.7,54212.0
pink,tt5571734,movie,2016,136,"Crime,Drama,Thriller",8.0,52007.0
i tonya,tt5580036,movie,2017,119,"Biography,Comedy,Drama",7.5,260660.0
the hate u give,tt5580266,movie,2018,133,"Crime,Drama",7.5,43532.0
the shape of water,tt5580390,movie,2017,123,"Drama,Fantasy,Romance",7.3,474298.0
the beguiled,tt5592248,movie,2017,93,"Drama,History,Thriller",6.3,65959.0
doctor sleep,tt5606664,movie,2019,152,"Drama,Fantasy,Horror",7.3,243764.0
on body and soul,tt5607714,movie,2017,116,"Drama,Fantasy,Mystery",7.5,31431.0
tully,tt5610554,movie,2018,95,"Comedy,Drama,Mystery",6.9,66158.0
mid90s,tt5613484,movie,2018,85,"Comedy,Drama",7.4,87355.0
life of the party,tt5619332,movie,2018,105,Comedy,5.6,42417.0
peter pan wendy,tt5635026,movie,2023,106,"Adventure,Family,Fantasy",4.4,30325.0
gods own country,tt5635086,movie,2017,104,"Drama,Romance",7.6,40712.0
the ritual,tt5638642,movie,2017,94,"Horror,Mystery,Thriller",6.4,142017.0
arq,tt5640450,movie,2016,88,"Action,Sci-Fi,Thriller",6.3,44001.0
the burial,tt5648882,movie,2023,126,"Drama,History",7.1,42634.0
thoroughbreds,tt5649108,movie,2017,92,"Comedy,Crime,Drama",6.6,48743.0
the florida project,tt5649144,movie,2017,111,Drama,7.6,145928.0
daddys home 2,tt5657846,movie,2017,100,Comedy,6.1,92283.0
brawl in cell block 99,tt5657856,movie,2017,132,"Crime,Drama,Thriller",7.1,82777.0
the first omen,tt5672290,movie,2024,119,Horror,6.5,70879.0
sorry to bother you,tt5688932,movie,2018,112,"Comedy,Drama,Fantasy",6.9,93919.0
slender man,tt5690360,movie,2018,93,"Horror,Mystery,Thriller",3.3,42808.0
under the silver lake,tt5691670,movie,2018,139,"Crime,Mystery,Thriller",6.5,60084.0
cats,tt5697572,movie,2019,110,"Comedy,Drama,Family",2.8,58983.0
train to busan,tt5700672,movie,2016,118,"Action,Horror,Thriller",7.6,303805.0
i dont feel at home in this world anymore,tt5710514,movie,2017,93,"Comedy,Crime,Drama",6.9,67439.0
the killing of a sacred deer,tt5715874,movie,2017,121,"Drama,Horror,Mystery",7.0,213815.0
home again,tt5719700,movie,2017,97,"Comedy,Drama,Romance",5.8,37002.0
cold pursuit,tt5719748,movie,2019,119,"Action,Comedy,Crime",6.2,84345.0
in the fade,tt5723272,movie,2017,106,"Crime,Drama,Mystery",7.1,37686.0
insidious the last key,tt5726086,movie,2018,103,"Horror,Mystery,Thriller",5.7,79674.0
call me by your name,tt5726616,movie,2017,132,"Drama,Romance",7.8,356893.0
uncut gems,tt5727208,movie,2019,135,"Crime,Drama,Thriller",7.4,353663.0
borg vs mcenroe,tt5727282,movie,2017,107,"Biography,Drama,Sport",6.9,36277.0
you were never really here,tt5742374,movie,2017,89,"Crime,Drama,Thriller",6.7,135212.0
copshop,tt5748448,movie,2021,107,"Action,Thriller",6.2,45425.0
leo,tt5755238,movie,2023,102,"Adventure,Animation,Comedy",7.0,45583.0
skyscraper,tt5758778,movie,2018,102,"Action,Adventure,Thriller",5.8,144817.0
kandahar,tt5761544,movie,2023,119,"Action,Drama,Thriller",6.1,46425.0
hindi medium,tt5764096,movie,2017,132,"Comedy,Drama",7.9,35781.0
underwater,tt5774060,movie,2020,95,"Action,Adventure,Horror",5.9,107769.0
summer of 84,tt5774450,movie,2018,105,"Crime,Drama,Horror",6.7,51265.0
phantom thread,tt5776858,movie,2017,130,"Drama,Romance",7.4,161150.0
when we first met,tt5783956,movie,2018,97,"Comedy,Fantasy,Romance",6.4,56978.0
escape from pretoria,tt5797184,movie,2020,106,"Action,Biography,Crime",6.8,49453.0
the mountain ii,tt5813916,movie,2016,135,"Action,Drama,War",8.2,112615.0
the nun,tt5814060,movie,2018,96,"Horror,Mystery,Thriller",5.4,194413.0
spies in disguise,tt5814534,movie,2019,102,"Action,Adventure,Animation",6.8,62403.0
victoria abdul,tt5816682,movie,2017,111,"Biography,Comedy,Drama",6.8,39962.0
paddington in peru,tt5822536,movie,2024,106,"Adventure,Comedy,Family",6.6,34410.0
wonder wheel,tt5825380,movie,2017,101,"Drama,Romance",6.2,32724.0
a hidden life,tt5827916,movie,2019,174,"Biography,Drama,Romance",7.4,31936.0
hotel artemis,tt5834262,movie,2018,94,"Action,Crime,Drama",6.1,62215.0
moonfall,tt5834426,movie,2022,130,"Action,Adventure,Sci-Fi",5.2,111998.0
ralph breaks the internet,tt5848272,movie,2018,112,"Adventure,Animation,Comedy",7.0,204206.0
veronica,tt5862312,movie,2017,105,"Horror,Mystery",6.2,52991.0
the laundromat,tt5865326,movie,2019,96,"Comedy,Crime,Drama",6.3,57841.0
the empty man,tt5867314,movie,2020,137,"Drama,Horror,Mystery",6.2,48997.0
pokémon detective pikachu,tt5884052,movie,2019,104,"Adventure,Comedy,Family",6.5,195774.0
plane,tt5884796,movie,2023,107,"Action,Adventure,Thriller",6.5,103119.0
escape room,tt5886046,movie,2019,99,"Action,Adventure,Horror",6.4,158808.0
marrowbone,tt5886440,movie,2017,110,"Drama,Horror,Mystery",6.7,49638.0
13th,tt5895028,movie,2016,100,"Crime,Documentary,History",8.2,39244.0
possessor,tt5918982,movie,2020,103,"Horror,Mystery,Sci-Fi",6.5,53434.0
wildlife,tt5929754,movie,2018,105,Drama,6.8,33455.0
the professor and the madman,tt5932728,movie,2019,124,"Biography,Drama,History",7.2,54822.0
padmaavat,tt5935704,movie,2018,163,"Drama,History,War",7.1,40639.0
dear zindagi,tt5946128,movie,2016,151,"Drama,Romance",7.4,47300.0
tiger zinda hai,tt5956100,movie,2017,161,"Action,Adventure,Thriller",5.9,36597.0
ingrid goes west,tt5962210,movie,2017,98,"Comedy,Drama,Horror",6.6,51461.0
captive state,tt5968394,movie,2019,109,"Sci-Fi,Thriller",6.0,60388.0
the little mermaid,tt5971474,movie,2023,135,"Adventure,Family,Fantasy",7.2,177872.0
jolly llb 2,tt5982852,movie,2017,137,"Comedy,Crime,Drama",7.2,30745.0
reis,tt5988370,movie,2017,108,"Biography,Drama",1.0,74626.0
roman j israel esq,tt6000478,movie,2017,122,"Crime,Drama,Thriller",6.5,47987.0
last flag flying,tt6018306,movie,2017,125,"Comedy,Drama,War",6.9,30423.0
smolensk,tt6038600,movie,2016,120,"Drama,Thriller",1.2,40447.0
greyhound,tt6048922,movie,2020,91,"Drama,History,War",7.0,132084.0
first reformed,tt6053438,movie,2017,113,"Drama,Mystery,Thriller",7.1,67232.0
i see you,tt6079516,movie,2019,98,"Horror,Mystery,Thriller",6.8,75458.0
the protégé,tt6079772,movie,2021,109,"Action,Crime,Thriller",6.1,42240.0
the angry birds movie 2,tt6095472,movie,2019,97,"Action,Adventure,Animation",6.4,41814.0
the lion king,tt6105098,movie,2019,118,"Adventure,Animation,Drama",6.8,290791.0
late night,tt6107548,movie,2019,102,"Comedy,Drama",6.5,43483.0
secret superstar,tt6108090,movie,2017,150,"Drama,Music",7.7,32069.0
disobedience,tt6108178,movie,2017,114,Drama,6.6,39921.0
the woman in the window,tt6111574,movie,2021,100,"Crime,Drama,Mystery",5.7,89817.0
the night comes for us,tt6116856,movie,2018,121,"Action,Crime,Thriller",6.9,32570.0
professor marston the wonder women,tt6133130,movie,2017,108,"Biography,Drama,History",7.0,30321.0
the first purge,tt6133466,movie,2018,97,"Action,Horror,Sci-Fi",5.2,78002.0
aladdin,tt6139732,movie,2019,128,"Adventure,Comedy,Family",6.9,313416.0
the aeronauts,tt6141246,movie,2019,100,"Action,Adventure,Drama",6.6,39948.0
john wick chapter 3 parabellum,tt6146586,movie,2019,130,"Action,Crime,Drama",7.4,477649.0
vikram vedha,tt6148156,movie,2017,147,"Action,Crime,Drama",8.2,55234.0
roma,tt6155172,movie,2018,135,Drama,7.6,178061.0
white noise,tt6160448,movie,2022,136,"Comedy,Drama,Horror",5.7,47578.0
wonka,tt6166392,movie,2023,116,"Adventure,Comedy,Family",6.9,192014.0
smallfoot,tt6182908,movie,2018,96,"Adventure,Animation,Comedy",6.6,45436.0
angel has fallen,tt6189022,movie,2019,121,"Action,Thriller",6.4,122288.0
incident in a ghostland,tt6195094,movie,2018,91,"Drama,Horror,Mystery",6.4,46417.0
american animals,tt6212478,movie,2018,116,"Biography,Crime,Drama",7.0,52646.0
1922,tt6214928,movie,2017,102,"Crime,Drama,Horror",6.2,78124.0
apostle,tt6217306,movie,2018,130,"Drama,Fantasy,Horror",6.3,65799.0
calibre,tt6218358,movie,2018,101,"Drama,Thriller",6.8,38090.0
dont breathe 2,tt6246322,movie,2021,98,"Action,Crime,Horror",6.0,81429.0
code 8,tt6259380,movie,2019,98,"Action,Crime,Drama",6.1,57680.0
deadpool wolverine,tt6263850,movie,2024,128,"Action,Adventure,Comedy",7.5,561338.0
free guy,tt6264654,movie,2021,115,"Action,Adventure,Comedy",7.1,485181.0
a ghost story,tt6265828,movie,2017,92,"Drama,Fantasy,Mystery",6.8,86215.0
vice,tt6266538,movie,2018,132,"Biography,Comedy,Drama",7.2,174237.0
the clovehitch killer,tt6269368,movie,2018,109,"Crime,Drama,Horror",6.5,40598.0
brahmastra part one shiva,tt6277462,movie,2022,167,"Action,Adventure,Fantasy",5.6,115491.0
the banker,tt6285944,movie,2020,120,"Biography,Drama",7.3,42524.0
dont worry he wont get far on foot,tt6288124,movie,2018,114,"Biography,Comedy,Drama",6.8,33108.0
i am mother,tt6292852,movie,2019,113,"Drama,Mystery,Sci-Fi",6.7,105780.0
the post,tt6294822,movie,2017,116,"Biography,Drama,History",7.2,171455.0
thelma,tt6304046,movie,2017,116,"Drama,Fantasy,Horror",6.9,39559.0
loveless,tt6304162,movie,2017,127,Drama,7.6,37455.0
adrift,tt6306064,movie,2018,96,"Action,Adventure,Biography",6.6,65813.0
ayla the daughter of war,tt6316138,movie,2017,125,"Biography,Drama,History",8.2,48022.0
spiderman far from home,tt6320628,movie,2019,129,"Action,Adventure,Comedy",7.3,633603.0
abominable,tt6324278,movie,2019,97,"Adventure,Animation,Comedy",7.0,46643.0
icarus,tt6333060,movie,2017,120,"Documentary,Sport",7.9,57965.0
the suicide squad,tt6334354,movie,2021,132,"Action,Adventure,Comedy",7.2,455943.0
oxygen,tt6341832,movie,2021,100,"Drama,Fantasy,Sci-Fi",6.5,48008.0
creed ii,tt6343314,movie,2018,130,"Action,Drama,Sport",7.1,169444.0
missing link,tt6348138,movie,2019,93,"Adventure,Animation,Comedy",6.7,30670.0
a bad moms christmas,tt6359956,movie,2017,104,Comedy,5.6,62311.0
bombshell,tt6394270,movie,2019,109,"Biography,Drama",6.8,135622.0
downton abbey,tt6398184,movie,2019,122,"Drama,Romance",7.4,70931.0
blood red sky,tt6402468,movie,2021,121,"Action,Drama,Horror",6.1,60232.0
the ballad of buster scruggs,tt6412452,movie,2018,133,"Comedy,Drama,Musical",7.2,183489.0
moxie,tt6432466,movie,2021,111,"Comedy,Drama",6.7,30554.0
7500,tt6436726,movie,2019,93,"Drama,Thriller",6.3,36343.0
black adam,tt6443346,movie,2022,125,"Action,Adventure,Fantasy",6.1,302420.0
terminator dark fate,tt6450804,movie,2019,128,"Action,Adventure,Sci-Fi",6.2,211336.0
sanju,tt6452574,movie,2018,155,"Biography,Comedy,Drama",7.6,67186.0
bhool bhulaiyaa 2,tt6455162,movie,2022,143,"Comedy,Horror",5.7,36080.0
sing 2,tt6467266,movie,2021,110,"Adventure,Animation,Comedy",7.3,100385.0
five feet apart,tt6472976,movie,2019,116,"Drama,Romance",7.2,96231.0
monster hunter,tt6475714,movie,2020,103,"Action,Adventure,Fantasy",5.2,74725.0
serenity,tt6476140,movie,2019,106,"Drama,Mystery,Thriller",5.4,49151.0
mersal,tt6485666,movie,2017,172,"Action,Crime,Fantasy",7.5,41982.0
dragged across concrete,tt6491178,movie,2018,159,"Action,Crime,Drama",6.9,61841.0
migration,tt6495056,movie,2023,83,"Adventure,Animation,Comedy",6.6,46259.0
upgrade,tt6499752,movie,2018,100,"Action,Sci-Fi,Thriller",7.5,232403.0
fighting with my family,tt6513120,movie,2019,108,"Biography,Comedy,Drama",7.0,92946.0
escape plan 2 hades,tt6513656,movie,2018,93,"Action,Crime,Mystery",3.9,38110.0
jay and silent bob reboot,tt6521876,movie,2019,105,"Action,Adventure,Comedy",5.6,30455.0
zero,tt6527426,movie,2018,164,"Comedy,Drama,Romance",5.2,33282.0
night hunter,tt6533240,movie,2018,98,"Action,Adventure,Crime",6.0,31702.0
haunt,tt6535880,movie,2019,92,"Horror,Thriller",6.3,45466.0
cold war,tt6543652,movie,2018,89,"Drama,Music,Romance",7.5,65227.0
xmen dark phoenix,tt6565702,movie,2019,113,"Action,Adventure,Sci-Fi",5.7,226785.0
fear street part one 1994,tt6566576,movie,2021,107,"Drama,Horror,Mystery",6.2,109437.0
