norm_title,tconst,titleType,startYear,runtimeMinutes,genres,averageRating,numVotes
one for the money,tt1598828,movie,2012,91,"Action,Comedy,Crime",5.3,45365.0
safe house,tt1599348,movie,2012,115,"Action,Thriller",6.7,249147.0
abduction,tt1600195,movie,2011,106,"Action,Drama,Mystery",5.1,85902.0
the drop,tt1600196,movie,2014,106,"Crime,Drama,Mystery",7.0,169600.0
heartbeats,tt1600524,movie,2010,101,"Comedy,Drama,Romance",7.0,31090.0
the grey,tt1601913,movie,2011,117,"Action,Adventure,Drama",6.7,273924.0
only god forgives,tt1602613,movie,2013,90,"Action,Crime,Drama",5.7,122605.0
amour,tt1602620,movie,2012,127,Drama,7.9,110316.0
american reunion,tt1605630,movie,2012,113,Comedy,6.7,233378.0
frank,tt1605717,movie,2014,95,"Comedy,Drama,Music",6.9,84519.0
midnight in paris,tt1605783,movie,2011,94,"Comedy,Fantasy,Romance",7.6,470111.0
a good day to die hard,tt1606378,movie,2013,98,"Action,Thriller",5.2,222799.0
the vow,tt1606389,movie,2012,104,"Drama,Romance",6.8,213366.0
win win,tt1606392,movie,2011,106,"Comedy,Drama,Sport",7.1,56251.0
zoolander 2,tt1608290,movie,2016,101,"Action,Adventure,Comedy",4.7,81359.0
abraham lincoln vampire hunter,tt1611224,movie,2012,105,"Action,Fantasy,Horror",5.9,167988.0
rubber,tt1612774,movie,2010,82,"Comedy,Fantasy,Horror",5.7,42780.0
kontiki,tt1613750,movie,2012,118,"Adventure,Biography,Drama",7.1,54366.0
headhunters,tt1614989,movie,2011,100,"Action,Crime,Thriller",7.5,111220.0
savages,tt1615065,movie,2012,131,"Crime,Drama,Thriller",6.4,138477.0
margin call,tt1615147,movie,2011,107,"Drama,Thriller",7.1,161058.0
the foreigner,tt1615160,movie,2017,113,"Action,Crime,Thriller",7.0,131990.0
alvin and the chipmunks chipwrecked,tt1615918,movie,2011,87,"Adventure,Animation,Comedy",4.4,44382.0
j edgar,tt1616195,movie,2011,137,"Biography,Drama,Romance",6.5,138000.0
jupiter ascending,tt1617661,movie,2015,127,"Action,Adventure,Animation",5.3,201197.0
murder mystery,tt1618434,movie,2019,97,"Crime,Mystery,Romance",6.1,188897.0
the last witch hunter,tt1618442,movie,2015,106,"Action,Adventure,Fantasy",5.9,116212.0
jackie,tt1619029,movie,2016,100,"Biography,Drama",6.6,86924.0
a wrinkle in time,tt1620680,movie,2018,109,"Adventure,Drama,Family",4.3,49784.0
dabangg,tt1620719,movie,2010,126,"Action,Comedy,Crime",6.3,37294.0
paan singh tomar,tt1620933,movie,2012,135,"Action,Biography,Crime",8.2,39962.0
bleed for this,tt1620935,movie,2016,117,"Biography,Drama,Sport",6.8,33429.0
the addams family,tt1620981,movie,2019,86,"Animation,Comedy,Family",5.9,49330.0
think like a man,tt1621045,movie,2012,122,"Comedy,Romance",6.5,52679.0
30 minutes or less,tt1622547,movie,2011,83,"Action,Comedy,Crime",6.0,110439.0
final destination 5,tt1622979,movie,2011,92,"Horror,Thriller",5.9,150404.0
oz the great and powerful,tt1623205,movie,2013,130,"Adventure,Family,Fantasy",6.3,221080.0
paranorman,tt1623288,movie,2012,92,"Adventure,Animation,Comedy",7.0,117189.0
young adult,tt1625346,movie,2011,94,"Comedy,Drama",6.3,89943.0
hector and the search for happiness,tt1626146,movie,2014,114,"Adventure,Comedy,Drama",6.9,52645.0
society of the snow,tt16277242,movie,2023,144,"Adventure,Biography,Drama",7.8,172621.0
independence day resurgence,tt1628841,movie,2016,120,"Action,Adventure,Sci-Fi",5.2,198996.0
chasing mavericks,tt1629757,movie,2012,116,"Biography,Drama,Sport",7.1,36085.0
avatar the way of water,tt1630029,movie,2022,192,"Action,Adventure,Animation",7.5,606071.0
when evil lurks,tt16300962,movie,2023,99,Horror,6.9,60408.0
fair play,tt16304446,movie,2023,113,"Drama,Thriller",6.4,46426.0
edge of tomorrow,tt1631867,movie,2014,113,"Action,Adventure,Sci-Fi",7.9,800863.0
friends with benefits,tt1632708,movie,2011,109,"Comedy,Romance",6.5,418811.0
bloodshot,tt1634106,movie,2020,109,"Action,Adventure,Sci-Fi",5.7,90849.0
johnny english reborn,tt1634122,movie,2011,101,"Action,Adventure,Comedy",6.3,148978.0
venom the last dance,tt16366836,movie,2024,110,"Action,Fantasy,Horror",6.0,152725.0
project x,tt1636826,movie,2012,88,"Comedy,Thriller",6.7,256409.0
in time,tt1637688,movie,2011,109,"Action,Sci-Fi,Thriller",6.7,481763.0
our idiot brother,tt1637706,movie,2011,90,"Comedy,Drama",6.4,92444.0
ted,tt1637725,movie,2012,106,Comedy,6.9,707219.0
love rosie,tt1638002,movie,2014,102,"Comedy,Romance",7.1,167966.0
the man from uncle,tt1638355,movie,2015,116,"Action,Adventure,Comedy",7.2,355628.0
udaan,tt1639426,movie,2010,134,Drama,8.1,49750.0
hobo with a shotgun,tt1640459,movie,2011,86,"Action,Adventure,Comedy",6.1,50445.0
the legend is born ip man,tt1641638,movie,2010,100,"Action,Biography,Drama",7.0,33226.0
air,tt16419074,movie,2023,111,"Drama,Sport",7.4,193940.0
challengers,tt16426418,movie,2024,131,"Comedy,Drama,Romance",7.0,176314.0
suzume,tt16428256,movie,2022,122,"Adventure,Animation,Drama",7.6,61761.0
the family plan,tt16431870,movie,2023,118,"Action,Comedy",6.3,63387.0
the art of getting by,tt1645080,movie,2011,83,"Comedy,Drama,Family",6.5,62230.0
inside job,tt1645089,movie,2010,109,"Crime,Documentary",8.2,82786.0
erased,tt1645155,movie,2012,100,"Action,Thriller",6.0,34308.0
the dictator,tt1645170,movie,2012,83,Comedy,6.5,365573.0
how to train your dragon 2,tt1646971,movie,2014,102,"Action,Adventure,Animation",7.8,399797.0
the double,tt1646980,movie,2011,98,"Action,Adventure,Crime",5.9,32585.0
wrath of the titans,tt1646987,movie,2012,99,"Action,Adventure,Fantasy",5.7,202965.0
million dollar arm,tt1647668,movie,2014,124,"Biography,Drama,Family",7.0,49297.0
here comes the boom,tt1648179,movie,2012,105,"Action,Comedy,Sport",6.4,99113.0
the dark tower,tt1648190,movie,2017,95,"Action,Adventure,Drama",5.6,155210.0
three steps above heaven,tt1648216,movie,2010,118,"Action,Drama,Romance",6.7,31025.0
demon slayer kimetsu no yaiba tsuzumi mansion arc,tt16492678,movie,2021,87,"Action,Animation,Fantasy",8.4,35890.0
the gray man,tt1649418,movie,2022,122,"Action,Mystery,Thriller",6.5,270633.0
the impossible,tt1649419,movie,2012,114,"Drama,History,Thriller",7.5,262237.0
rec 3 genesis,tt1649444,movie,2012,80,"Action,Adventure,Fantasy",5.0,41106.0
diary of a wimpy kid rodrick rules,tt1650043,movie,2011,99,"Comedy,Family",6.6,42275.0
super 8,tt1650062,movie,2011,112,"Action,Sci-Fi,Thriller",7.0,380065.0
kickass 2,tt1650554,movie,2013,103,"Action,Comedy,Crime",6.5,299598.0
goodbye christopher robin,tt1653665,movie,2017,107,"Biography,Drama,Family",7.1,31606.0
pushpa the rule part 2,tt16539454,movie,2024,201,"Action,Crime,Drama",6.1,66261.0
blonde,tt1655389,movie,2022,167,"Drama,History",5.4,78131.0
my week with marilyn,tt1655420,movie,2011,99,"Biography,Drama",6.9,91407.0
the age of adaline,tt1655441,movie,2015,112,"Drama,Fantasy,Romance",7.2,227492.0
the artist,tt1655442,movie,2011,100,"Comedy,Drama,Romance",7.8,255058.0
wanderlust,tt1655460,movie,2012,98,"Comedy,Romance",5.6,82792.0
stolen,tt1656186,movie,2012,96,"Action,Crime,Thriller",5.5,47598.0
safe,tt1656190,movie,2012,94,"Action,Crime,Thriller",6.5,124408.0
colombiana,tt1657507,movie,2011,108,"Action,Crime,Drama",6.4,114156.0
the tall man,tt1658837,movie,2012,106,"Crime,Drama,Horror",5.9,44879.0
the perks of being a wallflower,tt1659337,movie,2012,103,Drama,7.9,592611.0
ricky stanicky,tt1660648,movie,2024,113,Comedy,6.2,61370.0
cinderella,tt1661199,movie,2015,105,"Adventure,Drama,Family",6.9,204486.0
grudge match,tt1661382,movie,2013,113,"Comedy,Drama,Sport",6.4,64883.0
the revenant,tt1663202,movie,2015,156,"Action,Drama,Western",8.0,945102.0
pacific rim,tt1663662,movie,2013,131,"Action,Adventure,Sci-Fi",6.9,557334.0
vampires suck,tt1666186,movie,2010,82,"Comedy,Horror",3.5,54737.0
the duff,tt1666801,movie,2015,101,"Comedy,Romance",6.4,106796.0
deadfall,tt1667310,movie,2012,95,"Action,Adventure,Crime",6.2,42332.0
mirror mirror,tt1667353,movie,2012,106,"Adventure,Comedy,Drama",5.6,94946.0
ice age continental drift,tt1667889,movie,2012,88,"Adventure,Animation,Comedy",6.5,242486.0
hunting season,tt1668191,movie,2010,140,"Crime,Drama,Mystery",7.4,39289.0
now you see me,tt1670345,movie,2013,115,"Crime,Mystery,Thriller",7.2,767352.0
the twilight saga breaking dawn part 2,tt1673434,movie,2012,115,"Adventure,Drama,Fantasy",5.6,281095.0
entourage,tt1674771,movie,2015,104,"Comedy,Drama",6.5,85578.0
trespass,tt1674784,movie,2011,91,"Crime,Drama,Mystery",5.3,47447.0
take shelter,tt1675192,movie,2011,120,"Drama,Thriller",7.3,115263.0
the intouchables,tt1675434,movie,2011,112,"Comedy,Drama",8.5,1021623.0
ready player one,tt1677720,movie,2018,140,"Action,Adventure,Sci-Fi",7.4,539016.0
trolls,tt1679335,movie,2016,92,"Adventure,Animation,Comedy",6.4,100070.0
stoker,tt1682180,movie,2013,99,"Drama,Mystery,Thriller",6.7,120140.0
detachment,tt1683526,movie,2011,98,Drama,7.7,111064.0
welcome to the punch,tt1684233,movie,2013,99,"Action,Crime,Thriller",6.1,35611.0
the fall guy,tt1684562,movie,2024,126,"Action,Comedy,Drama",6.8,256353.0
vampire academy,tt1686821,movie,2014,104,"Action,Comedy,Drama",5.4,58517.0
the awakening,tt1687901,movie,2011,102,"Drama,Horror,Mystery",6.5,71859.0
despicable me 2,tt1690953,movie,2013,98,"Adventure,Animation,Comedy",7.3,457608.0
before i fall,tt1691916,movie,2017,98,"Drama,Fantasy,Mystery",6.4,60353.0
planes,tt1691917,movie,2013,91,"Adventure,Animation,Comedy",5.7,52356.0
carnage,tt1692486,movie,2011,80,"Comedy,Drama",7.1,138162.0
the guilt trip,tt1694020,movie,2012,95,"Comedy,Drama",5.8,41596.0
haunted mansion,tt1695843,movie,2023,123,"Comedy,Drama,Family",6.0,49939.0
alexander and the terrible horrible no good very bad day,tt1698641,movie,2014,81,"Comedy,Drama,Family",6.2,48845.0
sausage party,tt1700841,movie,2016,89,"Adventure,Animation,Comedy",6.1,226074.0
anatomy of a fall,tt17009710,movie,2023,151,"Crime,Drama,Mystery",7.6,207783.0
safe haven,tt1702439,movie,2013,115,"Drama,Romance,Thriller",6.7,120849.0
justin bieber never say never,tt1702443,movie,2011,105,"Documentary,Music",1.7,76579.0
the equalizer 3,tt17024450,movie,2023,109,"Action,Crime,Thriller",6.8,159936.0
the hunter,tt1703148,movie,2011,100,"Adventure,Drama,Thriller",6.7,42649.0
grave encounters,tt1703199,movie,2011,92,"Fantasy,Horror,Mystery",6.1,70727.0
navalny,tt17041964,movie,2022,99,"Biography,Documentary",7.8,48187.0
bernie,tt1704573,movie,2011,104,"Biography,Comedy,Crime",6.8,67051.0
chronicle,tt1706593,movie,2012,84,"Adventure,Comedy,Crime",7.0,276799.0
snowpiercer,tt1706620,movie,2013,126,"Action,Sci-Fi,Thriller",7.1,419071.0
les misérables,tt1707386,movie,2012,158,"Drama,Musical,Romance",7.5,361309.0
weird the al yankovic story,tt17076046,movie,2022,108,"Action,Biography,Comedy",6.8,48364.0
the last days on mars,tt1709143,movie,2013,98,"Adventure,Horror,Sci-Fi",5.5,40657.0
21 over,tt1711425,movie,2013,93,Comedy,5.8,79722.0
office christmas party,tt1711525,movie,2016,105,Comedy,5.9,94157.0
alex cross,tt1712170,movie,2012,101,"Action,Crime,Mystery",5.2,36769.0
triple 9,tt1712261,movie,2016,115,"Action,Crime,Drama",6.3,81439.0
the bay,tt1713476,movie,2012,85,"Horror,Sci-Fi,Thriller",5.7,32672.0
piranha 3dd,tt1714203,movie,2012,83,"Comedy,Horror,Sci-Fi",3.8,47795.0
the spectacular now,tt1714206,movie,2013,95,"Drama,Romance",7.0,168141.0
in the land of blood and honey,tt1714209,movie,2011,127,"Drama,Romance,War",4.7,34938.0
weekend,tt1714210,movie,2011,97,"Drama,Romance",7.6,34486.0
only lovers left alive,tt1714915,movie,2013,123,"Comedy,Drama,Fantasy",7.2,115266.0
wallace gromit vengeance most fowl,tt17163970,movie,2024,82,"Adventure,Animation,Comedy",7.5,41118.0
the inbetweeners,tt1716772,movie,2011,97,Comedy,6.7,90729.0
people like us,tt1716777,movie,2012,114,"Comedy,Drama",7.0,45007.0
friends with kids,tt1720616,movie,2011,107,"Comedy,Drama,Romance",6.1,44057.0
were the millers,tt1723121,movie,2013,110,"Comedy,Crime",7.0,522184.0
shame,tt1723811,movie,2011,101,Drama,7.2,216847.0
before i go to sleep,tt1726592,movie,2014,92,"Drama,Mystery,Thriller",6.3,89680.0
killer joe,tt1726669,movie,2011,102,"Crime,Drama,Thriller",6.7,87739.0
the way way back,tt1727388,movie,2013,103,"Comedy,Drama",7.4,163620.0
absolutely anything,tt1727770,movie,2015,85,"Comedy,Sci-Fi",6.0,54204.0
scouts guide to the zombie apocalypse,tt1727776,movie,2015,93,"Action,Comedy,Horror",6.3,60636.0
bohemian rhapsody,tt1727824,movie,2018,134,"Biography,Drama,Music",7.9,641927.0
civil war,tt17279496,movie,2024,109,"Action,Thriller,War",7.0,265709.0
bodyguard,tt1729637,movie,2011,130,"Action,Comedy,Drama",4.8,30599.0
the zookeepers wife,tt1730768,movie,2017,127,"Biography,Drama,History",7.0,49137.0
enders game,tt1731141,movie,2013,114,"Action,Adventure,Sci-Fi",6.6,264349.0
the lords of salem,tt1731697,movie,2012,101,"Horror,Thriller",5.2,34202.0
unlocked,tt1734493,movie,2017,98,"Action,Thriller",6.3,41006.0
saltburn,tt17351924,movie,2023,131,"Drama,Thriller",7.0,263314.0
snow white and the huntsman,tt1735898,movie,2012,127,"Action,Adventure,Drama",6.1,314297.0
oslo august 31st,tt1736633,movie,2011,95,Drama,7.6,33703.0
troll hunter,tt1740707,movie,2010,103,"Drama,Fantasy,Thriller",6.9,83115.0
secret in their eyes,tt1741273,movie,2015,111,"Crime,Drama,Mystery",6.3,54753.0
jersey boys,tt1742044,movie,2014,134,"Biography,Drama,Music",6.8,38377.0
sabotage,tt1742334,movie,2014,109,"Action,Crime,Drama",5.7,68894.0
top gun maverick,tt1745960,movie,2022,130,"Action,Drama",8.2,851315.0
moonrise kingdom,tt1748122,movie,2012,94,"Adventure,Comedy,Drama",7.7,382094.0
red lights,tt1748179,movie,2012,114,"Drama,Fantasy,Mystery",6.2,70775.0
the collection,tt1748227,movie,2012,82,"Horror,Thriller",6.1,57586.0
horizon an american saga chapter 1,tt17505010,movie,2024,181,"Drama,Western",6.6,44825.0
the substance,tt17526714,movie,2024,141,"Drama,Horror,Sci-Fi",7.2,412273.0
bottoms,tt17527468,movie,2023,91,Comedy,6.7,57388.0
a dogs purpose,tt1753383,movie,2017,100,"Adventure,Comedy,Drama",7.3,86044.0
the little prince,tt1754656,movie,2015,108,"Adventure,Animation,Comedy",7.6,71155.0
the prototype,tt1754700,movie,2022,97,"Action,Sci-Fi,Thriller",2.2,47567.0
like crazy,tt1758692,movie,2011,86,"Drama,Romance",6.6,64553.0
the to do list,tt1758795,movie,2013,104,"Comedy,Romance",5.8,44110.0
the snowman,tt1758810,movie,2017,119,"Crime,Drama,Horror",5.2,76882.0
this is 40,tt1758830,movie,2012,134,"Comedy,Drama,Romance",6.2,159454.0
the first time,tt1763303,movie,2012,95,"Comedy,Drama,Romance",6.8,75569.0
arbitrage,tt1764183,movie,2012,107,"Drama,Thriller",6.6,57615.0
killing them softly,tt1764234,movie,2012,97,"Crime,Drama,Thriller",6.2,159960.0
the expendables 2,tt1764651,movie,2012,103,"Action,Adventure,Thriller",6.6,333936.0
scream vi,tt17663992,movie,2023,122,"Horror,Mystery,Thriller",6.4,150436.0
odd thomas,tt1767354,movie,2013,97,"Comedy,Fantasy,Horror",6.8,61804.0
shes funny that way,tt1767372,movie,2014,93,"Comedy,Drama",6.2,30586.0
apollo 18,tt1772240,movie,2011,86,"Horror,Mystery,Sci-Fi",5.2,60052.0
the hidden face,tt1772250,movie,2011,97,"Drama,Mystery,Thriller",7.3,49309.0
stonehearst asylum,tt1772264,movie,2014,112,"Drama,Horror,Mystery",6.8,64616.0
danny collins,tt1772288,movie,2015,106,"Comedy,Drama,Music",7.0,34859.0
wreckit ralph,tt1772341,movie,2012,101,"Adventure,Animation,Comedy",7.7,496133.0
jiro dreams of sushi,tt1772925,movie,2011,81,Documentary,7.8,39681.0
paranormal activity 3,tt1778304,movie,2011,83,"Horror,Mystery,Thriller",5.8,104227.0
anna karenina,tt1781769,movie,2012,129,"Drama,Romance",6.6,112038.0
no escape,tt1781922,movie,2015,103,"Action,Thriller",6.8,98401.0
conquest 1453,tt1783232,movie,2012,162,"Action,Drama,History",6.4,59886.0
john dies at the end,tt1783732,movie,2012,99,"Comedy,Fantasy,Horror",6.3,41719.0
talaash the answer lies within,tt1787988,movie,2012,140,"Crime,Drama,Mystery",7.3,48466.0
kill list,tt1788391,movie,2011,95,"Crime,Drama,Horror",6.3,49633.0
pirates of the caribbean dead men tell no tales,tt1790809,movie,2017,129,"Action,Adventure,Fantasy",6.5,382969.0
the maze runner,tt1790864,movie,2014,113,"Action,Mystery,Sci-Fi",6.8,559352.0
zero dark thirty,tt1790885,movie,2012,157,"Drama,History,Thriller",7.4,340328.0
the campaign,tt1790886,movie,2012,85,Comedy,6.1,141327.0
inherent vice,tt1791528,movie,2014,148,"Comedy,Crime,Drama",6.6,119149.0
while were young,tt1791682,movie,2014,97,"Comedy,Drama,Mystery",6.3,55830.0
from up on poppy hill,tt1798188,movie,2011,91,"Animation,Comedy,Drama",7.4,58961.0
bad santa 2,tt1798603,movie,2016,92,"Comedy,Crime,Drama",5.6,31686.0
southpaw,tt1798684,movie,2015,124,"Action,Drama,Sport",7.3,277209.0
her,tt1798709,movie,2013,126,"Drama,Romance,Sci-Fi",8.0,724246.0
american hustle,tt1800241,movie,2013,138,"Crime,Drama",7.2,517751.0
that awkward moment,tt1800246,movie,2014,94,"Comedy,Romance",6.1,110304.0
gold,tt1800302,movie,2016,120,"Biography,Crime,Drama",6.7,74020.0
step up revolution,tt1800741,movie,2012,99,"Drama,Music,Romance",6.4,59872.0
bade miyan chote miyan,tt18072316,movie,2024,163,"Action,Adventure,Sci-Fi",3.7,40706.0
unbroken,tt1809398,movie,2014,137,"Biography,Drama,Sport",7.2,198287.0
admission,tt1814621,movie,2013,107,"Comedy,Drama,Romance",5.7,37103.0
after earth,tt1815862,movie,2013,100,"Action,Adventure,Drama",4.8,216256.0
the place beyond the pines,tt1817273,movie,2012,140,"Crime,Drama,Thriller",7.3,307861.0
kahaani,tt1821480,movie,2012,122,"Mystery,Thriller",8.1,69750.0
nebraska,tt1821549,movie,2013,115,Drama,7.7,128330.0
the nut job,tt1821658,movie,2014,85,"Adventure,Animation,Comedy",5.7,32267.0
red 2,tt1821694,movie,2013,116,"Action,Comedy,Crime",6.6,188348.0
to strike,tt1821700,movie,2013,130,"Action,Crime,Drama",7.4,30102.0
annie,tt1823664,movie,2014,118,"Comedy,Drama,Family",5.4,43341.0
chappie,tt1823672,movie,2015,120,"Action,Crime,Drama",6.8,283202.0
the double,tt1825157,movie,2013,93,"Comedy,Drama,Mystery",6.4,55417.0
black panther,tt1825683,movie,2018,134,"Action,Adventure,Sci-Fi",7.3,905188.0
sonic the hedgehog 3,tt18259086,movie,2024,110,"Action,Adventure,Comedy",6.9,78502.0
once upon a time in anatolia,tt1827487,movie,2011,157,"Crime,Drama,Thriller",7.8,53633.0
a separation,tt1832382,movie,2011,123,Drama,8.3,276860.0
the informer,tt1833116,movie,2019,113,"Action,Crime,Drama",6.6,46004.0
dhoom 3,tt1833673,movie,2013,172,"Action,Crime,Thriller",5.4,53234.0
the fifth estate,tt1837703,movie,2013,128,"Biography,Crime,Drama",6.2,44016.0
winters tale,tt1837709,movie,2014,118,"Drama,Fantasy,Mystery",6.1,59007.0
gone,tt1838544,movie,2012,94,"Action,Adventure,Mystery",5.9,48126.0
honest thief,tt1838556,movie,2020,99,"Action,Crime,Drama",6.0,63313.0
old dads,tt18394190,movie,2023,104,Comedy,6.2,47061.0
ruby sparks,tt1839492,movie,2012,104,"Comedy,Drama,Fantasy",7.2,108961.0
rockstar,tt1839596,movie,2011,159,"Drama,Music,Romance",7.8,54790.0
divergent,tt1840309,movie,2014,139,"Action,Adventure,Drama",6.6,516797.0
the words,tt1840417,movie,2012,102,"Drama,Mystery,Romance",7.0,84459.0
tiger 3,tt18411490,movie,2023,155,"Action,Adventure,Thriller",5.6,56348.0
alien romulus,tt18412256,movie,2024,119,"Horror,Sci-Fi,Thriller",7.1,283841.0
captain america the winter soldier,tt1843866,movie,2014,136,"Action,Adventure,Sci-Fi",7.7,967265.0
hunter killer,tt1846589,movie,2018,121,"Action,Thriller",6.6,80403.0
the loft,tt1850397,movie,2014,108,"Mystery,Romance,Thriller",6.3,63552.0
sisters,tt1850457,movie,2015,118,Comedy,6.0,73155.0
django unchained,tt1853728,movie,2012,165,"Drama,Western",8.5,1872309.0
youre next,tt1853739,movie,2011,95,"Drama,Horror,Mystery",6.6,118715.0
percy jackson sea of monsters,tt1854564,movie,2013,106,"Adventure,Family,Fantasy",5.7,133733.0
holy spider,tt18550140,movie,2022,118,"Crime,Drama,Thriller",7.3,31735.0
end of watch,tt1855199,movie,2012,109,"Action,Crime,Drama",7.6,290958.0
resident evil retribution,tt1855325,movie,2012,95,"Action,Horror,Sci-Fi",5.3,158225.0
my old ass,tt18559464,movie,2024,89,"Comedy,Drama,Romance",6.9,46813.0
blade runner 2049,tt1856101,movie,2017,164,"Action,Drama,Mystery",8.0,748440.0
to rome with love,tt1859650,movie,2012,112,"Comedy,Music,Romance",6.3,93168.0
dirty grandpa,tt1860213,movie,2016,102,Comedy,5.9,141429.0
the highwaymen,tt1860242,movie,2019,132,"Biography,Crime,Drama",6.9,113139.0
turbo,tt1860353,movie,2013,96,"Adventure,Animation,Comedy",6.4,124038.0
deepwater horizon,tt1860357,movie,2016,107,"Action,Drama,History",7.1,198405.0
safety not guaranteed,tt1862079,movie,2012,86,"Adventure,Comedy,Drama",6.9,134900.0
song of the sea,tt1865505,movie,2014,93,"Adventure,Animation,Drama",8.0,67818.0
the sessions,tt1866249,movie,2012,95,"Biography,Comedy,Drama",7.2,44974.0
crooked house,tt1869347,movie,2017,115,"Crime,Drama,Mystery",6.3,30431.0
