movie_title,norm_title,year,critics_consensus,review_date,tomatometer_rating
Red Tails,red tails,2012,"Despite a worthy fact-based story and obvious good intentions, Red Tails suffers from one-dimensional characters, corny dialogue, and heaps of clichés.",2012-01-17,40.0
Red 2,red 2,2013,"While it's still hard to argue with its impeccable cast or the fun they often seem to be having, Red 2 replaces much of the goofy fun of its predecessor with empty, over-the-top bombast.",2013-07-15,44.0
Red Army,red army,2014,"Fun and fascinating, Red Army delivers absorbing documentary drama for hockey fans and sports novices alike.",2014-05-25,92.0
Red Dawn,red dawn,2012,"The rebooted Red Dawn lacks the original's topicality, but at least pays tribute in delivering the same short shrift to character development and general logic.",2012-09-27,15.0
Red Dragon,red dragon,2002,"Competently made, but everything is a bit too familiar.",2002-07-27,68.0
Red Hill,red hill,2010,"Though its attempts to rework genre conventions may fall flat with some, Red Hill is a beautifully shot, tightly paced thriller that marks a strong debut for director Patrick Hughes.",2010-08-09,79.0
Red Hook Summer,red hook summer,2012,"Red Hook Summer is just as bold and energetic as Spike Lee's best work, but its story is undermined by a jarring plot twist in the final act.",2012-01-23,58.0
Red Joan,red joan,2018,"A fascinating real-life story dramatized in perplexingly dull fashion, Red Joan wastes its tale's incredible intrigue -- as well as the formidable talents of Judi Dench.",2018-09-08,30.0
Red Lights,red lights,2004,"Red Lights is a taut, character-driven thriller, set against the debris-strewn battleground of a failing marriage.",2004-06-13,83.0
Red Lights,red lights,2012,"Wasting the talents of an impressive cast on a predictable mystery, Red Lights lacks the clairvoyance to know what audiences want.",2012-01-21,30.0
Red Penguins,red penguins,2019,"Sports and politics collide in Red Penguins, a fascinating documentary exploring the stranger-than-fiction story of professional hockey in post-Soviet Russia.",2019-09-06,98.0
Red Planet,red planet,2000,"While the special effects are impressive, the movie suffers from a lack of energy and interesting characters.",2000-01-01,14.0
Red Road,red road,2006,Red Road director Andrea Arnold skillfully parses out just enough plot details at a time to keep the audience engrossed in this seductive thriller.,2006-05-20,88.0
Red Rock West,red rock west,2000,"Red Rock West is a hidden neo-noir gem with some delightful cracks in its surface -- and an opportunity to see Lara Flynn Boyle, Nicolas Cage, Dennis Hopper, and J.T. Walsh go toe-to-toe in all their early '90s glory.",2000-01-01,95.0
Red Sparrow,red sparrow,2018,"Red Sparrow aims for smart, sexy spy thriller territory, but Jennifer Lawrence's committed performance isn't enough to compensate for thin characters and a convoluted story.",2018-02-16,45.0
Red State,red state,2011,Red State is an audacious and brash affair that ultimately fails to provide competent scares or thrills.,2011-01-23,60.0
Redacted,redacted,2007,"Despite DePalma's obvious commitment to the material and passion for the issues at hand, Redacted suffers from stereotypical characters and a forced faux-doc style.",2007-09-01,45.0
Redbelt,redbelt,2008,Mamet's mixed marital arts morality play weaves between action and intellect but doesn't always hit its target.,2008-04-02,68.0
Redline,redline,2007,"Redline has plenty of bad acting, laughable dialogue, and luxury cars.",2007-04-13,0.0
Reds,reds,2002,"Brawny in both intellect and scope, Reds is an intimate epic that captures the tumult of revolutionary change and the passion of those navigating through it.",2002-08-01,89.0
I'm Reed Fish,im reed fish,2006,"Painless if largely unmemorable, I'm Reed Fish fails to distinguish itself from countless other small-town comedies populated by amiably quirky characters.",2006-06-15,52.0
Reel Paradise,reel paradise,2005,The travails of the Piersons as they try to adjust to a radically different culture while introducing American cinema to it makes for amusing viewing.,2005-04-29,69.0
The Ref,the ref,2000,"Undeniably uneven and too dark for some, The Ref nonetheless boasts strong turns from Denis Leary, Judy Davis, and Kevin Spacey, as well as a sharply funny script.",2000-01-01,72.0
Regarding Henry,regarding henry,1991,"Although Harrison Ford makes the most of an opportunity to dig into a serious role, Regarding Henry is undermined by cheap sentiment and clichés.",1991-07-10,41.0
Regression,regression,2015,Regression boasts a pair of eminently likable leads -- neither of whom are able to dislodge the movie from the mire of psychological thriller mediocrity.,2015-09-19,15.0
Reign of Fire,reign of fire,2002,"Reign of Fire gains some altitude with its pyrotechnic action and a smolderingly campy Matthew McConaughey, but the feature's wings are clipped by a derivative script and visual effects that fizzle out.",2002-07-09,42.0
Reign Over Me,reign over me,2007,"Reign Over Me is a charming, affecting tale of friendship and loss, with solid performances from Adam Sandler as a broken, grief-stricken man and Don Cheadle as his old friend and savior.",2007-03-16,64.0
Reindeer Games (Deception),reindeer games deception,2000,"Despite a decent cast, subpar acting and a contrived plot disappointed reviewers.",2000-01-01,25.0
Relic,relic,2020,"Relic ratchets up its slowly building tension in an expertly crafted atmosphere of dread, adding up to an outstanding feature debut for director/co-writer Natalie Erika James.",2020-01-26,91.0
Religulous,religulous,2008,"Religulous is funny and offensive in equal measure, and aims less to change hearts and minds than to inspire conversation.",2008-08-19,69.0
The Remains of the Day,the remains of the day,2000,"Smart, elegant, and blessed with impeccable performances from Anthony Hopkins and Emma Thompson, The Remains of the Day is a Merchant-Ivory classic.",2000-01-01,95.0
Remember,remember,2015,"Remember risks wandering into exploitative territory, but it's bolstered by some of Egoyan's best latter-day directing and a typically stellar performance from Christopher Plummer.",2015-08-30,70.0
Remember the Titans,remember the titans,2000,"An inspirational crowd-pleaser with a healthy dose of social commentary, Remember the Titans may be predictable, but it's also well-crafted and features terrific performances.",2000-01-01,73.0
Rememory,rememory,2017,"Rememory has some intriguing themes and a compelling cast to work with, but they're lost in the fog of a forgettable melodrama.",2017-01-26,25.0
Renaissance,renaissance,2006,"Renaissance attempts to blend sci-fi wonder with stark noir animation, but is often more fun to look at than to watch.",2006-06-24,49.0
Renaissance Man,renaissance man,1994,"Renaissance Man tries to simultaneously be a literary comedy, an inspirational drama, and a star vehicle that caters to Danny DeVito's strengths, but proves to be a master of none.",1994-06-03,12.0
Rendition,rendition,2007,"The impressive cast cannot rescue Rendition, which explores complex issues in woefully simplified terms.",2007-09-06,47.0
Reno 911!: Miami,reno 911 miami,2007,Reno 911!'s anarchic brand of comedy loses much in translation to the big screen where it feels slapdash and shallow.,2007-02-20,34.0
Renoir,renoir,2012,"Appropriately enough, Renoir offers viewers a drama of sumptuous beauty -- which is more than enough to offset its frustratingly slow pace and rather thinly written screenplay.",2012-05-31,72.0
Rent-A-Pal,rentapal,2020,"Rent-A-Pal suffers from untapped thematic potential, but Wil Wheaton's unsettling performance makes this unique horror story worth watching.",2020-09-07,67.0
The Replacements,the replacements,2000,The cliched characters and obvious outcome make all the fun and excitement amount to nothing.,2000-01-01,41.0
Replicas,replicas,2018,"Equal parts plot holes and unintentional laughs, Replicas is a ponderously lame sci-fi outing that isn't even bad enough to be so bad it's good.",2018-10-26,11.0
Repo Man,repo man,1984,"Repo Man is many things: an alien-invasion film, a punk-rock musical, a send-up of consumerism. One thing it isn't is boring.",1984-03-02,98.0
Repo! The Genetic Opera,repo the genetic opera,2008,"Bombastic and intentionally gross, Repo! The Genetic Opera has a unique style but lacks the wit and substance to be involving.",2008-04-09,40.0
Repulsion,repulsion,1965,"Roman Polanski's first English film follows a schizophrenic woman's descent into madness, and makes the audience feel as claustrophobic as the character.",1965-10-02,95.0
Requiem for a Dream,requiem for a dream,2000,"Though the movie may be too intense for some to stomach, the wonderful performances and the bleak imagery are hard to forget.",2000-01-01,79.0
Rescue Dawn,rescue dawn,2006,"Director Werner Herzog has once again made a compelling tale of man versus nature, and Christian Bale completely immerses himself in the role of fighter pilot (and prisoner of war) Dieter Dengler.",2006-09-12,90.0
The Rescuers Down Under,the rescuers down under,1990,"Though its story is second-rate, The Rescuers Down Under redeems itself with some remarkable production values -- particularly its flight scenes.",1990-11-16,70.0
Reservation Road,reservation road,2007,"While the performances are fine, Reservation Road quickly adopts an excessively maudlin tone along with highly improbable plot turns.",2007-09-07,38.0
Reservoir Dogs,reservoir dogs,2000,"Thrumming with intelligence and energy, Reservoir Dogs opens Quentin Tarantino's filmmaking career with hard-hitting style.",2000-01-01,92.0
Resident Evil,resident evil,2002,"Like other video game adapations, Resident Evil is loud, violent, formulaic, and cheesy.",2002-03-07,36.0
Resident Evil: Afterlife,resident evil afterlife,2010,"As dim-witted and lifeless as its undead antagonists, Resident Evil: Afterlife is a wholly unnecessary addition to the franchise.",2010-09-09,22.0
Resident Evil: Apocalypse,resident evil apocalypse,2004,"Resident Evil: Apocalypse has lots of action, but not much in terms of plot or creativity.",2004-09-09,20.0
Resident Evil: Extinction,resident evil extinction,2007,Resident Evil: Extinction is more of the same; its few impressive action sequences unable to compensate for the pedestrian plot.,2007-09-18,24.0
Resident Evil: Retribution,resident evil retribution,2012,Resident Evil: Retribution offers everything one might reasonably expect from the fifth installment in a heavily action-dependent franchise -- which means very little beyond stylishly hollow CGI-enhanced set pieces.,2012-09-13,29.0
Resident Evil: The Final Chapter,resident evil the final chapter,2017,"Resident Evil: The Final Chapter may prove mind-numbingly chaotic for the unconverted, but for fans of the venerable franchise, it offers a fittingly kinetic conclusion to its violent post-apocalyptic saga.",2017-01-24,37.0
Resistance,resistance,2020,"Flawed yet honorable, Resistance pushes past uneven performances and execution to pay sincere tribute to its real-life protagonist.",2020-03-09,56.0
Breathe,breathe,2014,"Breathe finds writer-director Mélanie Laurent opening a sensitive, well-acted window into the bittersweet upheaval of adolescence.",2014-05-22,92.0
Restless,restless,2011,"Mia Wasikowska puts in a nuanced performance but nobody else, actors and directors included, are capable of finding a compelling angle beneath the twee veneer.",2011-05-12,38.0
Restrepo,restrepo,2010,"Forsaking narrative structure for pure visceral power, Restrepo plunges viewers into the experiences of soldiers on the front lines of the Afghan War.",2010-02-06,96.0
Results,results,2015,"Results moves stubbornly at its own deliberate pace, but the well-chosen cast -- and writer-director Andrew Bujalski's insightful observations -- offer rich rewards for patient viewers.",2015-02-13,84.0
Resurrecting the Champ,resurrecting the champ,2007,"While sluggish in spots, Resurrecting the Champ is a sports/newsroom drama elevated by high-caliber performances by Samuel Jackson, Josh Hartnet, and Alan Alda.",2007-01-22,60.0
The Return,the return,2006,"Unoriginality may be an acceptable risk in the Horror genre, but boredom is never okay.",2006-11-10,16.0
Return,return,2011,"Powered by a compelling central performance by Linda Cardellini, Return offers a painfully compelling look at the emotional struggles faced by war veterans.",2011-08-11,83.0
The Return of the Living Dead,the return of the living dead,2000,"A punk take on the zombie genre, Return of the Living Dead injects a healthy dose of '80s silliness to the flesh consuming.",2000-01-01,91.0
Return to Me,return to me,2000,David Duchovny and Minnie Driver provide heart-warming romance and comedy in this solid debut by Director Bonnie Hunt.,2000-01-01,62.0
Return to Never Land,return to never land,2002,"With its forgettable songs and lackluster story, this new Pan will surely entertain kids, but will feel more like a retread to adults.",2002-02-09,45.0
Return to the Blue Lagoon,return to the blue lagoon,2000,"Despite its lush tropical scenery and attractive leads, Return to the Blue Lagoon is as ridiculous as its predecessor, and lacks the prurience and unintentional laughs that might make it a guilty pleasure.",2000-01-01,0.0
Revenge,revenge,2017,"Revenge slices and dices genre tropes, working within an exploitation framework while adding a timely -- yet never less than viscerally thrilling -- feminist spin.",2017-09-16,93.0
Revenge of the Nerds II: Nerds in Paradise,revenge of the nerds ii nerds in paradise,2000,"It reunites most of the original cast and rounds them up for a trip to Fort Lauderdale for spring break, but Revenge of the Nerds II: Nerds in Paradise forgets to pack enough jokes or compelling characters to make it through its 89-minute running time.",2000-01-01,7.0
Reverb,reverb,2009,"Badly written and directed, this poorly executed British horror suffers a glaring lack of scares and comprehensibility.",2009-03-02,9.0
Reversal of Fortune,reversal of fortune,1990,"Featuring exceptional performances and a cunning script, Reversal of Fortune doubles as a tantalizing mystery and ruthless satire of the rich.",1990-10-17,92.0
Revolutionary Road,revolutionary road,2008,"Brilliantly acted and emotionally powerful, Revolutionary Road is a handsome adaptation of Richard Yates' celebrated novel.",2008-11-18,67.0
Revolver,revolver,2005,"In attempting to meld his successful previous formulas with philosophical musings, Guy Ritchie has produced an incoherent misfire.",2005-09-10,15.0
Rewind,rewind,2019,"Rewind pulls at the roots of a family's horrific trauma with a deeply personal documentary that's hard to watch, but worth the effort.",2019-04-28,100.0
Rewind This!,rewind this,2013,"An ode to abandoned technology with some admirably wide-ranging insights, Rewind This! is entertaining viewing even for those who didn't live through the VHS era.",2013-06-16,100.0
Rich Hill,rich hill,2014,"As compassionate as it is infuriating, Rich Hill offers a sobering glimpse of American poverty.",2014-01-27,84.0
Richard Jewell,richard jewell,2019,Richard Jewell simplifies the real-life events that inspired it -- yet still proves that Clint Eastwood remains a skilled filmmaker of admirable economy.,2019-11-21,77.0
Richie Rich,richie rich,2000,"With Macaulay Culkin barely registering any emotion, Richie Rich feels disjointed and free of a sense of fun and wonderment.",2000-01-01,24.0
Ricki And The Flash,ricki and the flash,2015,Meryl Streep's outstanding work helps Ricki and the Flash overcome its inconsistent tone and fairly predictable premise.,2015-08-03,65.0
Ricky Gervais: Humanity,ricky gervais humanity,2018,"Ricky Gervais returns to the stage with his characteristic wit and distinct edginess, but the performance verges on cruel when his mockery seemingly overtakes his own Humanity.",2018-03-13,47.0
Riddick,riddick,2013,"It may not win the franchise many new converts, but this back-to-basics outing brings Riddick fans more of the brooding sci-fi action they've come to expect.",2013-08-31,57.0
Ride Along 2,ride along 2,2016,Ride Along 2 presents a cop-comedy sequel whose well-matched stars can't break the law of diminishing returns -- or lock up a script that unabashedly steals from the original.,2016-01-12,13.0
Ride Along,ride along,2014,"Kevin Hart's livewire presence gives Ride Along a shot of necessary energy, but it isn't enough to rescue this would-be comedy from the buddy-cop doldrums.",2014-01-14,18.0
Ride With the Devil,ride with the devil,1999,"A well-acted, eccentric Civil War film, Ang Lee's Ride With the Devil is often more visually striking than it is emotionally engaging.",1999-11-24,64.0
Riding the Bullet,riding the bullet,2004,Stephen King adaptation veteran director Mick Garris has lofty storytelling goals which ultimately flail and undercut the story's terror.,2004-08-10,26.0
Riding Alone for Thousands of Miles,riding alone for thousands of miles,2006,"Doesn't reach the heights of Zhang Yimou's best, but this is still a heartwarming tale of love and forgiveness from the acclaimed Chinese director.",2006-06-15,80.0
Riding Giants,riding giants,2004,A great addition to the existing surfing documentaries.,2004-03-04,93.0
Riding in Cars With Boys,riding in cars with boys,2001,"Riding in Cars With Boys suffers from mixing grit and pathos with cuteness and comedy. Ironically, many critics found Zahn's character more compelling and three-dimensional than Barrymore's.",2001-10-15,49.0
Right at Your Door,right at your door,2006,"Though Right at Your Door dips into melodrama at the end, it's an otherwise tense, effective, and eerily plausible doomsday scenario.",2006-01-24,69.0
Righteous Kill,righteous kill,2008,"Al Pacino and Robert De Niro do their best to elevate this dowdy genre exercise, but even these two greats can't resuscitate the film's hackneyed script.",2008-09-10,18.0
Rim of the World,rim of the world,2019,"Rim of the World is too bland to live up to the 80s teen adventures it references, and too full of clichés to be able to set itself apart from them.",2019-05-24,23.0
The Ring,the ring,2002,"With little gore and a lot of creepy visuals, The Ring gets under your skin, thanks to director Gore Verbinski's haunting sense of atmosphere and an impassioned performance from Naomi Watts.",2002-07-28,71.0
The Ring Two,the ring two,2005,"Ring Two serves up horror cliches, and not even Hideo Nakata, the director of the movies from which this one is based, can save the movie from a dull screenplay full of absurdities.",2005-03-07,20.0
Ringmaster,ringmaster,1998,"A crude, idiotic mess of a film.",1998-11-25,21.0
Rings,rings,2017,"Rings may offer ardent fans of the franchise a few threadbare thrills, but for everyone else, it may feel like an endless loop of muddled mythology and rehashed plot points.",2017-02-02,8.0
Ringu (Ring),ringu ring,2002,Ringu combines supernatural elements with anxieties about modern technology in a truly frightening and unnerving way.,2002-05-17,97.0
Rio,rio,2011,"This straightforward movie reaches great heights thanks to its colorful visual palette, catchy music, and funny vocal performances.",2011-03-29,72.0
Rio 2,rio 2,2014,"Like most sequels, Rio 2 takes its predecessor's basic template and tries to make it bigger -- which means it's even busier, more colorful, and ultimately more exhausting for viewers outside the youthful target demographic.",2014-03-27,48.0
Rio Bravo,rio bravo,2000,"Rio Bravo finds director Howard Hawks -- and his stellar ensemble cast -- working at peak performance, and the end result is a towering classic of the Western genre.",2000-01-01,100.0
Rio Lobo,rio lobo,2000,"Howard Hawks and John Wayne reunite to riff on their own Rio Bravo, and while the results are less memorable the movie does offer a curiously cynical perspective.",2000-01-01,68.0
R.I.P.D.,ripd,2013,It has its moments -- most of them courtesy of Jeff Bridges' rootin' tootin' performance as an undead Wild West sheriff -- but R.I.P.D. is ultimately too dim-witted and formulaic to satisfy.,2013-07-18,13.0
Ripley's Game,ripleys game,2002,"Led by a suitably slimy performance from John Malkovich, Ripley's Game brings Patricia Highsmith's bestselling sociopath brilliantly to life.",2002-09-04,92.0
Rise of the Guardians,rise of the guardians,2012,"A sort of Avengers for the elementary school set, Rise of the Guardians is wonderfully animated and briskly paced, but it's only so-so in the storytelling department.",2012-10-11,75.0
Rise of the Planet of the Apes,rise of the planet of the apes,2011,"Led by Rupert Wyatt's stylish direction, some impressive special effects, and a mesmerizing performance by Andy Serkis, Rise of the Planet of the Apes breathes unlikely new life into a long-running franchise.",2011-07-31,82.0
Risen,risen,2016,"Risen benefits from a lighter tone than many faith-based productions, as well as a unique take on the Greatest Story Ever Told and a terrific turn from star Joseph Fiennes.",2016-02-15,53.0
A River Runs Through It,a river runs through it,1992,"Tasteful to a fault, this period drama combines a talented cast (including a young Brad Pitt) with some stately, beautifully filmed work from director Robert Redford.",1992-10-09,80.0
Rivers and Tides: Andy Goldsworthy Working With Time,rivers and tides andy goldsworthy working with time,2002,Andy Goldsworthy and his art are beautifully captured in this engaging documentary.,2002-08-06,99.0
River's Edge,rivers edge,2000,"A harrowing tale of aimless youth, River's Edge generates considerable tension and urgency thanks to strong performances from a stellar cast that includes Crispin Glover, Keanu Reeves, and Ione Skye.",2000-01-01,87.0
Rize,rize,2005,The dances in Rize are electric even if the documentary doesn't go that deeply into the performers' lives.,2005-04-30,84.0
The Road to El Dorado,the road to el dorado,2000,Predictable story and thin characters made the movie flat.,2000-01-01,48.0
The Road To Guantanamo,the road to guantanamo,2006,A gut-wrenching and riveting docu-drama that serves as a stinging indictment of U.S. military justice in an era of ever-increasing scrutiny.,2006-04-18,86.0
Road to Perdition,road to perdition,2002,"Somber, stately, and beautifully mounted, Sam Mendes' Road to Perdition is a well-crafted mob movie that explores the ties between fathers and sons.",2002-06-21,81.0
Roar,roar,2012,"Roar may not satisfy in terms of acting, storytelling, or overall production, but the real-life danger onscreen makes it difficult to turn away.",2012-02-23,71.0
Rob the Mob,rob the mob,2014,"Bolstered by a pair of likable leads and suffused in a warmly nostalgic glow, Rob the Mob is an uneven crime caper that mostly works.",2014-03-15,81.0
Robert the Bruce,robert the bruce,2019,"It's inspired by epic real-life events, but rich cinematography and the best of intentions aren't enough to carry Robert the Bruce past its leaden pace and bland storytelling.",2019-06-24,44.0
Robin and Marian,robin and marian,2000,"Robin and Marian gives the legendary characters a somber sendoff, finding ample success in the romantic chemistry between Sean Connery and Audrey Hepburn while yielding diminishing returns in its attempts at relevant satire.",2000-01-01,73.0
Robin Hood,robin hood,2010,"Ridley Scott's revisionist take on this oft-told tale offers some fine acting and a few gripping action sequences, but it's missing the thrill of adventure that made Robin Hood a legend in the first place.",2010-05-10,43.0
Robin Hood,robin hood,2018,"Robin Hood robs from rich source material, but is ultimately just another poor attempt to needlessly gussy up a classic tale with amped-up action and modern special effects.",2018-11-20,15.0
Robin Hood: Men in Tights,robin hood men in tights,2000,"Undisciplined, scatological, profoundly silly, and often utterly groan-worthy, Robin Hood: Men in Tights still has an amiable, anything-goes goofiness that has made it a cult favorite.",2000-01-01,40.0
Robin Hood: Prince of Thieves,robin hood prince of thieves,2000,"Robin Hood: Prince of Thieves brings a wonderfully villainous Alan Rickman to this oft-adapted tale, but he's robbed by big-budget bombast and a muddled screenplay.",2000-01-01,51.0
Robocop 2,robocop 2,2000,"A less satisfying rehash that generally lives down to the negative stereotype of sequels, RoboCop 2 tries to deliver more of everything and ends up with less.",2000-01-01,30.0
RoboCop 3,robocop 3,2000,This asinine sequel should be placed under arrest.,2000-01-01,6.0
Robot & Frank,robot frank,2012,"Led by a brilliant performance from star Frank Langella, Robot & Frank works as both a quirky indie drama and as a smart, thoughtful meditation on aging.",2012-01-22,86.0
Robot Stories,robot stories,2004,"Although its four stories vary in quality, Robot Stories is still worth a look for Twilight Zone fans.",2004-01-10,74.0
Robots,robots,2005,"Robots delights on a visual level, but the story feels like it came off an assembly line.",2005-03-05,64.0
Rock Dog,rock dog,2017,"Rock Dog is amiable enough, but its second-tier animation and uninspired story add up to a movie whose meager charms are likely to escape all but the youngest and least demanding viewers.",2017-02-21,47.0
Rock of Ages,rock of ages,2012,"Its exuberant silliness is almost enough to make up for its utter inconsequentiality, but Rock of Ages is ultimately too bland and overlong to justify its trip to the big screen.",2012-06-10,43.0
Rock Star,rock star,2001,"Like its title, Rock Star is rather generic, being not so much about the heavy metal scene than about rock cliches and formula.",2001-08-21,53.0
Rock the Kasbah,rock the kasbah,2015,"The Shareef don't like Rock the Kasbah, and neither will viewers hoping for a film that manages to make effective use of Bill Murray's knack for playing lovably anarchic losers.",2015-10-20,7.0
Rocket Science,rocket science,2007,"Though Rocket Science appears to be a typically quirky indie, the well-rounded performances and director Jeffrey Blitz's clear affection for his characters gives the film its proper human spark.",2007-01-21,84.0
The Rocketeer,the rocketeer,2000,"An action-packed, if anachronistic, look back at pulp matinee serials, The Rocketeer may ring hollow with viewers expecting more than simple fun and gee-whiz special effects.",2000-01-01,65.0
Rocketman,rocketman,2019,"It's going to be a long, long time before a rock biopic manages to capture the highs and lows of an artist's life like Rocketman.",2019-05-16,89.0
RocknRolla,rocknrolla,2008,"Mixed reviews for Guy Ritchie's return to his London-based cockney wideboy gangster movie roots, but most agree, it's a step in the right direction following two major turkeys.",2008-09-04,60.0
Rocko's Modern Life: Static Cling,rockos modern life static cling,2019,"Pleasantly strange and surprisingly thoughtful, Rocko's Modern Life: Static Cling succeeds as both a nostalgic look back and a healthy hop forward.",2019-08-07,92.0
Rocky Balboa,rocky balboa,2006,"Implausible but entertaining and poignant, Rocky Balboa finds the champ in fighting form for the first time in years.",2006-12-13,77.0
The Rocky Horror Picture Show,the rocky horror picture show,2000,"Rocky Horror Picture Show brings its quirky characters in tight, but it's the narrative thrust that really drives audiences insane and keeps 'em doing the time warp again.",2000-01-01,80.0
Rocky II,rocky ii,2001,Rocky II is a movie that dares you to root again for the ultimate underdog -- and succeeds due to an infectiously powerful climax.,2001-04-17,71.0
Rocky III,rocky iii,2001,"It's noticeably subject to the law of diminishing returns, but Rocky III still has enough brawny spectacle to stand in the ring with the franchise's better entries.",2001-04-17,63.0
Rocky IV,rocky iv,2000,"Rocky IV inflates the action to absurd heights, but it ultimately rings hollow thanks to a story that hits the same basic beats as the first three entries in the franchise.",2000-01-01,40.0
Rocky V,rocky v,1990,Rocky V's attempts to recapture the original's working-class grit are as transparently phony as each of the thuddingly obvious plot developments in a misguided installment that sent the franchise flailing into longterm limbo.,1990-11-16,29.0
Rodents of Unusual Size,rodents of unusual size,2017,Rodents of Unusual Size approaches a variety of timely and thought-provoking subjects from fresh angles -- and a lot of surprisingly large creatures in the bargain.,2017-11-08,98.0
Rodin,rodin,2017,Rodin falls prey to the most common pitfall of artist biopics: depicting creative work without ever really unlocking what it means or why it's important.,2017-05-23,32.0
Roger Dodger,roger dodger,2002,"The movie could have benefited from a more experienced director, but a great cast and script overcome any first time jitters the director may have had.",2002-08-21,88.0
Rogue One: A Star Wars Story,rogue one a star wars story,2016,Rogue One draws deep on Star Wars mythology while breaking new narrative and aesthetic ground -- and suggesting a bright blockbuster future for the franchise.,2016-12-13,84.0
Role Models,role models,2008,"Role Models is a frequently crude, always funny comedy with the cast providing solid work throughout.",2008-10-20,77.0
Roll Bounce,roll bounce,2005,"Roll Bounce dazzles us with a classic late 1970's feel, but this coming of age film could have been more than just a spin around the roller rink.",2005-09-16,65.0
Rollerball,rollerball,2000,"In Rollerball, social commentary collides with high-speed action -- and the audience is the winner.",2000-01-01,66.0
Rollerball,rollerball,2002,"Removing the social critique of the original, this updated version of Rollerball is violent, confusing, and choppy. Klein makes for a bland hero.",2002-02-03,3.0
Rolling Thunder Revue: A Bob Dylan Story By Martin Scorsese,rolling thunder revue a bob dylan story by martin scorsese,2019,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese lives up to its unwieldy title with a delightfully unorthodox look at a pivotal period in its subject's career.,2019-06-11,92.0
Roma,roma,2018,"Roma finds writer-director Alfonso Cuarón in complete, enthralling command of his visual craft - and telling the most powerfully personal story of his career.",2018-08-30,96.0
Roman de gare,roman de gare,2007,Claude Lelouch has crafted an engaging thriller about murder and romance with plenty of stylistic panache.,2007-05-24,87.0
Roman Holiday,roman holiday,1953,"With Audrey Hepburn luminous in her American debut, Roman Holiday is as funny as it is beautiful, and sets the standard for the modern romantic comedy.",1953-09-02,97.0
"Roman J. Israel, Esq.",roman j israel esq,2017,"Intriguing yet heavy-handed, Roman J. Israel, Esq. makes the most of -- but never quite lives up to -- Denzel Washington's magnetic performance in the title role.",2017-09-11,54.0
Roman Polanski: Wanted and Desired,roman polanski wanted and desired,2008,A courtroom drama and an exploration of celebrity and responsibility.,2008-02-01,85.0
Romance & Cigarettes,romance cigarettes,2005,"This movie musical aims for fun and modern, but Romance and Cigarettes is too scattered and uneven to achieve either.",2005-09-06,52.0
Romancing the Stone,romancing the stone,2000,Romancing the Stone reaches back to the classic Saturday morning serials of old with an action-filled adventure enlivened by the sparkling chemistry between its well-matched leads.,2000-01-01,85.0
Romántico,romántico,2006,"An engrossing documentary look at ordinary lives, Romántico puts relatable individual faces on issues that are far too often dehumanized.",2006-03-04,96.0
Romeo and Juliet,romeo and juliet,2013,Shakespeare's classic romance gets a so-so adaptation that's short on passion and energy.,2013-10-08,23.0
Romeo Must Die,romeo must die,2000,"In his second Hollywood movie, Jet Li impresses. Unfortunately, when he's not on screen, the movie slows to a crawl. Though there's some spark between Jet and Aaliyah, there isn't any threat of a fire. And as impressive as the action sequences are, some critics feel they are over-edited.",2000-01-01,32.0
Romper Stomper,romper stomper,1993,"Relentlessly grim and gripping, Romper Stomper is a disquietingly authentic glimpse into the inner dynamics of a hate group, featuring an electric performance by Russell Crowe.",1993-01-01,79.0
Romy and Michele's High School Reunion,romy and micheles high school reunion,1997,"Romy and Michele's High School Reunion has an admittedly slight premise, but it's elevated by ample heart, an infectiously playful spirit, and the buoyant chemistry of Lisa Kudrow and Mira Sorvino.",1997-04-25,73.0
Ronin,ronin,2000,"Ronin earns comparisons to The French Connection with strong action, dynamic road chase scenes, and solid performances.",2000-01-01,68.0
Rookie of the Year,rookie of the year,2000,"Rookie of the Year gets some laughs from its novel premise, but a high strikeout rate on jokes and sentimental fouls keeps this comedy firmly in the minor leagues.",2000-01-01,35.0
Room,room,2015,"Led by incredible work from Brie Larson and Jacob Tremblay, Room makes for an unforgettably harrowing -- and undeniably rewarding -- experience.",2015-09-04,93.0
Room 237,room 237,2012,"Mysterious and provocative, Room 237 is a fascinating journey into the world of obsessive cinephilles.",2012-01-27,94.0
Rope,rope,1948,"As formally audacious as it is narratively brilliant, Rope connects a powerful ensemble in service of a darkly satisfying crime thriller from a master of the genre.",1948-08-23,94.0
Rory O'Shea Was Here,rory oshea was here,2004,"The dramatic aspects of Rory O'Shea Was Here veer into mawkish, formulaic sentiment, which undercuts the characters' individuality.",2004-11-02,49.0
Rosemary's Baby,rosemarys baby,2000,A frightening tale of Satanism and pregnancy that is even more disturbing than it sounds thanks to convincing and committed performances by Mia Farrow and Ruth Gordon.,2000-01-01,96.0
Rosencrantz and Guildenstern Are Dead,rosencrantz and guildenstern are dead,1991,"Rosencrantz and Guildenstern Are Dead struggles in its journey from stage to screen, but a well-chosen trio of veteran talents keep things consistently watchable.",1991-02-08,60.0
Rosenstrasse,rosenstrasse,2004,Thoughtful drama marred by structural problems.,2004-01-20,55.0
Rosewater,rosewater,2014,"Timely, solidly acted, and unabashedly earnest, Rosewater serves as an impressive calling card for first-time director Jon Stewart.",2014-08-28,76.0
